incident_id,timestamp,incident_type,severity,owner,notification_group,escalation_path
INC-04119,2025-09-19 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04120,2025-09-19 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04121,2025-09-19 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04122,2025-09-19 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04123,2025-09-19 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04124,2025-09-19 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04125,2025-09-19 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04126,2025-09-19 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04127,2025-09-20 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04128,2025-09-20 23:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04129,2025-09-21 00:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04130,2025-09-21 00:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04131,2025-09-21 01:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04132,2025-09-21 01:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04133,2025-09-21 02:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04134,2025-09-21 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04135,2025-09-21 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04136,2025-09-21 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04137,2025-09-21 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04138,2025-09-21 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04139,2025-09-21 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04140,2025-09-21 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04141,2025-09-21 06:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04142,2025-09-21 06:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04143,2025-09-21 09:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04144,2025-09-21 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04145,2025-09-21 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04146,2025-09-21 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04147,2025-09-21 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04148,2025-09-21 11:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04149,2025-09-21 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04150,2025-09-21 12:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04151,2025-09-21 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04152,2025-09-21 12:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04153,2025-09-21 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04154,2025-09-21 13:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04155,2025-09-21 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04156,2025-09-21 13:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04157,2025-09-22 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04158,2025-09-22 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04159,2025-09-22 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04160,2025-09-22 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04161,2025-09-22 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04162,2025-09-22 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04163,2025-09-23 05:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04164,2025-09-23 06:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04165,2025-09-23 17:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04166,2025-09-23 17:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04167,2025-09-23 18:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04168,2025-09-23 18:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04169,2025-09-23 19:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04170,2025-09-23 19:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04171,2025-09-23 20:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04172,2025-09-27 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04173,2025-09-28 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04174,2025-09-28 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04175,2025-09-28 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04176,2025-09-28 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04177,2025-09-28 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04178,2025-09-28 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04179,2025-09-28 15:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04180,2025-09-28 15:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04181,2025-09-28 16:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04182,2025-09-28 16:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04183,2025-09-28 17:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04184,2025-09-28 17:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04185,2025-09-28 18:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04186,2025-09-28 18:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04187,2025-09-28 19:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04188,2025-09-28 19:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04189,2025-09-28 20:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04190,2025-09-28 20:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04191,2025-09-28 21:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04192,2025-09-28 21:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04193,2025-09-28 22:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04194,2025-09-28 22:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04195,2025-09-28 23:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04196,2025-09-28 23:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04197,2025-09-29 00:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04198,2025-09-29 00:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04199,2025-09-29 01:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04200,2025-09-29 01:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04201,2025-09-29 02:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04202,2025-09-29 02:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04203,2025-09-29 03:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04204,2025-09-29 03:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04205,2025-09-29 04:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04206,2025-09-29 04:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04207,2025-09-29 05:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04208,2025-09-29 05:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04209,2025-09-29 06:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04210,2025-09-29 06:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04211,2025-09-29 07:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04212,2025-09-29 07:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04213,2025-09-29 14:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04214,2025-09-29 15:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04215,2025-09-29 15:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04216,2025-09-29 16:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04217,2025-09-29 16:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04218,2025-09-29 17:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04219,2025-09-29 17:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04220,2025-09-29 18:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04221,2025-09-29 18:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04222,2025-09-29 19:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04223,2025-09-29 19:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04224,2025-09-29 20:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04225,2025-09-29 20:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04226,2025-09-29 21:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04227,2025-09-30 05:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04228,2025-09-30 05:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04229,2025-09-30 06:00:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04230,2025-09-30 06:30:00,SUSTAINABILITY_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04231,2025-10-03 01:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04232,2025-10-03 01:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04233,2025-10-03 02:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04234,2025-10-03 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04235,2025-10-03 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04236,2025-10-03 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04237,2025-10-03 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04238,2025-10-03 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04239,2025-10-03 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04240,2025-10-03 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04241,2025-10-03 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04242,2025-10-03 14:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04243,2025-10-03 14:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04244,2025-10-03 15:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04245,2025-10-03 15:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04246,2025-10-03 16:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04247,2025-10-03 20:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04248,2025-10-03 21:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04249,2025-10-04 00:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04250,2025-10-04 01:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04251,2025-10-04 01:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04252,2025-10-04 02:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04253,2025-10-04 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04254,2025-10-04 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04255,2025-10-04 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04256,2025-10-04 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04257,2025-10-04 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04258,2025-10-04 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04259,2025-10-04 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04260,2025-10-04 06:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04261,2025-10-04 06:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04262,2025-10-04 07:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04263,2025-10-04 07:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04264,2025-10-04 07:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04265,2025-10-04 08:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04266,2025-10-04 08:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04267,2025-10-04 09:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04268,2025-10-04 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04269,2025-10-04 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04270,2025-10-04 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04271,2025-10-04 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04272,2025-10-04 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04273,2025-10-04 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04274,2025-10-04 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04275,2025-10-04 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04276,2025-10-04 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04277,2025-10-04 14:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04278,2025-10-04 14:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04279,2025-10-04 15:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04280,2025-10-04 15:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04281,2025-10-04 16:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04282,2025-10-04 16:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04283,2025-10-04 17:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04284,2025-10-04 17:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04285,2025-10-04 18:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04286,2025-10-04 18:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04287,2025-10-04 20:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04288,2025-10-04 21:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04289,2025-10-04 21:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04290,2025-10-04 22:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04291,2025-10-04 23:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04292,2025-10-05 00:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04293,2025-10-05 00:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04294,2025-10-05 01:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04295,2025-10-05 01:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04296,2025-10-05 02:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04297,2025-10-05 02:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04298,2025-10-05 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04299,2025-10-05 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04300,2025-10-05 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04301,2025-10-05 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04302,2025-10-05 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04303,2025-10-05 05:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04304,2025-10-05 06:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04305,2025-10-05 06:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04306,2025-10-05 06:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04307,2025-10-05 07:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04308,2025-10-05 07:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04309,2025-10-05 07:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04310,2025-10-05 07:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04311,2025-10-05 08:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04312,2025-10-05 08:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04313,2025-10-05 09:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04314,2025-10-05 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04315,2025-10-05 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04316,2025-10-05 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04317,2025-10-05 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04318,2025-10-05 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04319,2025-10-05 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04320,2025-10-05 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04321,2025-10-05 13:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04322,2025-10-05 13:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04323,2025-10-05 14:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04324,2025-10-05 14:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04325,2025-10-05 15:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04326,2025-10-05 15:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04327,2025-10-05 16:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04328,2025-10-05 16:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04329,2025-10-06 03:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04330,2025-10-06 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04331,2025-10-06 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04332,2025-10-06 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04333,2025-10-06 05:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04334,2025-10-06 09:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04335,2025-10-06 10:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04336,2025-10-06 10:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04337,2025-10-06 11:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04338,2025-10-06 11:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04339,2025-10-06 12:00:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04340,2025-10-06 12:30:00,CURTAILMENT_RISK_INCIDENT,Medium,Supervisor,Operations Supervisor,Operator → Supervisor
INC-04341,2025-10-07 03:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04342,2025-10-07 04:00:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
INC-04343,2025-10-07 04:30:00,OVER_GENERATION_INCIDENT,Low,Operator,Operations Team,Operator
